Category,Price,Rating,Stock,Discount
,5264,,In Stock,33
,7827,4.074116193,In Stock,42
D,8796,,Out of Stock,38
,6725,3.11997458,In Stock,41
,5427,1.77649552,Out of Stock,37
,4638,2.920436725,In Stock,8
,3639,2.582752906,Out of Stock,23
,4574,3.05036897,,9
,1407,2.691285206,In Stock,22
A,456,1.106544836,Out of Stock,35
D,6904,,In Stock,17
,6654,,,45
A,1921,4.399018807,Out of Stock,43
,3073,,Out of Stock,35
,4766,3.066230888,,41
,5055,,,44
,4057,2.707933553,Out of Stock,6
A,4419,3.830255608,Out of Stock,29
B,,4.957640975,In Stock,38
,972,3.680316509,Out of Stock,27
,8857,4.476486264,,47
,1899,4.974181954,Out of Stock,43
,9580,2.844502235,,29
,,,Out of Stock,
D,4920,,In Stock,48
D,8035,4.801887866,Out of Stock,17
A,3038,1.266963506,Out of Stock,20
B,2488,2.487798884,In Stock,47
,1728,,In Stock,19
,7812,4.034867969,Out of Stock,47
A,,3.947690209,In Stock,45
,9129,2.952189318,,11
,2082,4.832265603,In Stock,8
A,8653,2.498077667,In Stock,31
,,4.381543961,Out of Stock,2
C,5393,,Out of Stock,6
,4370,4.44109162,In Stock,19
C,7216,,In Stock,47
,,,In Stock,8
D,4853,,Out of Stock,5
,2689,4.970755795,In Stock,44
,3549,2.315249513,In Stock,38
,6708,,Out of Stock,48
C,,1.071945197,Out of Stock,29
,803,,,1
B,2775,,In Stock,43
A,7601,2.880479953,Out of Stock,26
,8754,3.146058946,Out of Stock,27
B,6942,,In Stock,1
,7795,,In Stock,12
,6884,,In Stock,29
,5381,,,44
,6580,,In Stock,47
A,4428,3.856075004,,38
,4108,1.53567348,In Stock,11
,1398,3.714923914,,14
B,3737,,,32
D,4896,3.426296226,Out of Stock,41
,7020,2.44932015,In Stock,1
A,7050,,In Stock,43
,8105,4.633012376,,17
,7363,1.321035981,,25
,7955,,Out of Stock,18
,6339,,Out of Stock,12
D,5412,4.188932115,Out of Stock,13
B,6329,,,17
,2176,,,43
,,,In Stock,1
A,6335,1.234770424,,33
,2469,,In Stock,5
,4962,,In Stock,44
,669,3.801938052,In Stock,16
,2293,2.808331883,In Stock,15
,2996,,In Stock,32
,627,,,
,3266,4.65397966,In Stock,8
,9372,1.72501572,,
,6758,4.59572192,Out of Stock,7
,7708,,,45
,2608,,In Stock,6
,4192,,Out of Stock,47
,8274,,In Stock,25
,4603,1.836033678,,46
,3272,,Out of Stock,16
,2313,4.325053618,,5
D,9091,3.296485514,Out of Stock,32
,3394,4.784424291,In Stock,14
C,6607,1.189328593,,42
B,1329,3.941035792,In Stock,31
,6010,,Out of Stock,23
C,5890,,In Stock,18
,7899,,In Stock,
,7827,,Out of Stock,34
,4015,,In Stock,13
,3766,1.736401119,In Stock,18
A,2056,1.559804919,Out of Stock,
C,1551,3.931882519,Out of Stock,23
,1086,2.680628283,,1
,2782,,,5
C,9290,1.223001258,In Stock,22
D,1505,,Out of Stock,0
D,9351,4.316931622,In Stock,4
A,7302,,,24
C,579,,In Stock,5
A,7977,2.585101834,In Stock,40
,1406,,Out of Stock,
C,4607,,,35
D,7891,,,33
,875,,,9
,6671,4.103624841,In Stock,28
,9812,4.416740144,Out of Stock,7
,5425,4.056073008,In Stock,37
B,8594,4.747326354,Out of Stock,9
A,9792,,Out of Stock,43
,8653,,In Stock,29
A,2896,4.20336683,In Stock,41
,8471,2.595991267,Out of Stock,
C,8417,4.976627404,Out of Stock,16
,3992,,Out of Stock,30
,7824,,In Stock,45
,2132,3.870023225,In Stock,3
A,5148,1.899670179,In Stock,35
B,8673,,In Stock,15
D,2989,1.573330106,,46
,6858,,In Stock,15
,9472,3.401498122,,19
,6373,1.852164037,Out of Stock,32
C,4088,2.866185077,Out of Stock,0
,1812,,In Stock,11
B,3928,4.617921209,Out of Stock,
,4184,3.835634528,In Stock,32
C,4537,,,21
,3728,1.721861166,In Stock,15
,7788,,Out of Stock,
,4043,,,8
,,4.991689678,Out of Stock,33
,2831,4.179234542,Out of Stock,26
D,2491,4.85169778,In Stock,
D,8566,,Out of Stock,20
,3920,,Out of Stock,0
,4623,1.446430767,,44
C,8806,,Out of Stock,19
D,9489,,,28
,4242,2.336335047,In Stock,5
,412,,Out of Stock,4
B,8716,,,2
,3740,,,19
,8395,1.729532975,In Stock,9
,6074,,,43
,8761,3.976132944,Out of Stock,48
,8892,1.968447655,In Stock,2
,7146,1.869074907,,28
,7855,4.905623718,In Stock,21
,7786,,,39
C,2814,,Out of Stock,32
,4889,,In Stock,49
,3020,3.195975558,,12
B,,,In Stock,4
,6620,3.86565661,Out of Stock,15
C,7418,4.765177445,,
D,7054,1.731894652,,4
,6159,2.965277747,In Stock,36
,5620,4.964882949,,41
,9110,1.946902059,,25
,5804,,,21
C,9638,2.484449064,Out of Stock,17
,6113,2.32825973,,25
C,7330,1.254595429,,41
,9447,,Out of Stock,
,279,2.070655578,In Stock,3
,3110,,,14
D,5217,4.831691093,Out of Stock,24
,7966,1.486170825,,6
,2041,,In Stock,30
C,8564,3.782526177,In Stock,34
B,8633,,Out of Stock,1
,6122,2.873016768,,20
,8025,,Out of Stock,1
,8356,3.339502305,,31
,582,,Out of Stock,44
A,5272,,,26
,9480,,Out of Stock,7
C,5191,,In Stock,17
,6365,,Out of Stock,10
,3440,,,
,2122,,Out of Stock,32
B,8225,3.170459499,,35
,5365,3.419750089,In Stock,
,5131,,In Stock,33
,4238,4.908442642,Out of Stock,5
,8113,3.596360424,Out of Stock,6
,5813,,Out of Stock,49
,2512,2.42123123,Out of Stock,0
,7929,,Out of Stock,33
A,8567,,Out of Stock,17
C,4939,2.804111107,In Stock,46
A,5317,3.194122133,In Stock,5
A,8583,,,39
,5010,3.417148703,In Stock,9
,2795,4.005626005,Out of Stock,49
,7491,,,41
,7310,,Out of Stock,18
,2779,4.879076833,In Stock,29
,175,2.787663749,,9
,549,4.503815579,In Stock,19
A,3800,,Out of Stock,22
A,3755,,,28
,875,,,33
,2949,2.684961294,In Stock,39
B,3714,3.614428782,Out of Stock,
A,8787,2.768524323,In Stock,23
D,9250,,Out of Stock,31
C,9007,4.094627906,In Stock,15
A,7034,,,46
,9700,,Out of Stock,5
C,136,4.919616415,In Stock,12
,4624,4.043070466,,39
C,5942,,In Stock,15
C,5784,1.655891663,,23
,5959,,,29
,9876,4.464337485,Out of Stock,45
D,1624,,In Stock,43
C,,,,2
,5214,,,29
,971,,In Stock,37
,1394,4.091212303,,32
A,8714,3.026211597,,4
,7972,4.651695663,,
,1975,4.295867105,Out of Stock,14
,925,4.832030708,,29
,1333,3.879098551,,38
,7424,,,28
,8544,,,30
,4378,,In Stock,49
,1617,,,28
A,4373,2.028804169,In Stock,
A,550,1.799935831,In Stock,33
B,1586,4.568139877,Out of Stock,9
,8115,,Out of Stock,21
,1997,2.049743202,,46
B,2461,,Out of Stock,18
,,,Out of Stock,39
,399,1.488648354,,23
,1220,4.017838532,,47
,1730,,Out of Stock,19
,2544,,,32
,9357,4.275166062,Out of Stock,45
B,8415,1.174141635,,41
,2581,3.497810371,In Stock,4
,9679,3.181728302,,2
,6790,,Out of Stock,42
C,9911,4.492138044,In Stock,46
,3605,,In Stock,44
,5157,4.36900447,,32
D,341,1.899508119,,49
,9367,3.10709656,,18
C,9521,,In Stock,7
,7816,3.664310142,In Stock,4
,4019,1.273648375,Out of Stock,0
,2699,2.157023848,Out of Stock,17
B,1092,,,26
,5404,4.094628653,Out of Stock,16
B,981,,Out of Stock,14
,5067,,In Stock,33
,7141,3.563890231,Out of Stock,2
,6885,2.849545734,In Stock,48
,9776,3.941481827,In Stock,21
B,8107,2.783935761,,39
,2658,2.237099802,,
B,2041,,In Stock,40
,,,Out of Stock,41
C,9666,,,20
A,4313,4.973084086,,10
B,8865,,Out of Stock,1
,8835,,,22
D,5511,1.692810098,In Stock,39
,7994,,Out of Stock,15
A,8751,2.577796756,,46
,8471,4.8679517,,14
,7769,,Out of Stock,7
,4607,,In Stock,49
,6037,3.478458162,,49
B,1706,,Out of Stock,30
C,9855,,,31
,5647,4.755885018,,25
A,3191,,In Stock,36
C,7637,,,
,7393,,,31
,2356,,In Stock,14
,4639,,,1
,5654,1.587709386,In Stock,5
,5148,,,32
,1729,3.972659546,In Stock,31
,6617,,,34
,2124,,,31
,4154,4.980225895,In Stock,19
,6627,,Out of Stock,2
D,758,2.210974212,,46
,7436,1.156618589,,20
,5774,,,47
,6923,4.209709102,In Stock,10
,6808,,In Stock,19
C,3779,1.113137087,,30
D,9354,3.489575724,Out of Stock,25
,5193,,,6
,279,4.861383484,Out of Stock,16
,7119,4.997817693,Out of Stock,18
,4367,1.661016922,,17
D,939,2.578323868,Out of Stock,42
D,4746,,,21
,5158,3.464315532,Out of Stock,39
B,8931,4.733551257,,8
,7005,,,43
,9611,,Out of Stock,17
,6115,4.807073455,Out of Stock,49
B,6062,,Out of Stock,9
,470,4.143327281,Out of Stock,3
D,1725,2.659357105,In Stock,26
,7227,1.239725205,In Stock,2
D,5541,2.408965359,,34
B,2136,4.131789562,Out of Stock,6
,8115,2.658287708,In Stock,19
B,2257,4.308891137,Out of Stock,
B,6816,,In Stock,
,6093,1.763222929,In Stock,27
,6285,1.671992449,,12
C,4724,,Out of Stock,35
C,5237,3.218071686,,33
,4027,4.941490578,Out of Stock,38
,144,2.68735624,,31
,4155,3.455960727,,27
,2261,,,13
C,2396,2.905757831,Out of Stock,6
,2107,,In Stock,
B,7482,,Out of Stock,26
A,1595,4.544642464,Out of Stock,23
,2585,1.355929723,,5
,,,In Stock,25
B,2443,4.444350796,In Stock,27
,3541,,,0
,9439,,In Stock,49
C,6099,,Out of Stock,35
,3051,,In Stock,27
,7859,,,45
B,8007,,In Stock,14
,8982,4.834491713,In Stock,46
,6997,4.663413628,Out of Stock,33
,4886,1.290490051,In Stock,22
B,1101,3.245094448,Out of Stock,42
,7087,2.580452891,Out of Stock,
A,4989,,Out of Stock,9
B,3214,,In Stock,13
,1708,3.520292126,Out of Stock,31
,2085,,,49
,2449,,In Stock,46
B,6655,,Out of Stock,46
B,8720,,,40
D,8823,2.833091526,Out of Stock,33
,9669,,In Stock,27
,8928,,In Stock,22
C,3566,,,6
B,8529,2.654088677,,27
,5401,,Out of Stock,13
,8545,4.808524811,Out of Stock,9
,4399,3.288985258,Out of Stock,38
D,1672,1.044674855,Out of Stock,4
,2460,,,8
B,,,Out of Stock,37
A,7422,3.409322659,,
C,9341,3.802826718,In Stock,15
B,8003,,In Stock,5
,4234,,In Stock,43
,8860,3.205737489,,27
C,6733,,Out of Stock,37
,3570,3.130090173,Out of Stock,34
,4020,,In Stock,17
C,6836,2.914606271,In Stock,17
,548,,In Stock,0
C,8762,2.565074438,,17
A,4167,2.432036428,Out of Stock,22
A,5027,,In Stock,30
,2526,3.303325347,In Stock,36
D,5321,4.569445745,,1
,2052,3.614138609,,39
,3436,,Out of Stock,19
,5443,,In Stock,5
C,7630,3.475272524,In Stock,0
,4494,,In Stock,1
,7813,3.835338336,In Stock,
,4924,1.092177477,Out of Stock,2
,324,3.047374213,In Stock,38
C,5355,,,21
,2555,1.031346895,,
A,5949,4.894479166,,26
,2954,2.500193531,In Stock,15
,2770,1.811783965,Out of Stock,45
B,9487,2.025831491,,15
,5901,3.939403291,Out of Stock,31
,6068,,Out of Stock,38
D,2424,4.716295223,In Stock,49
,8598,,,27
,2313,4.312296928,Out of Stock,42
,1923,,,21
,7892,,,42
,3796,,Out of Stock,10
,6807,4.195967582,In Stock,9
C,6671,,Out of Stock,27
,9874,3.881828408,,5
D,9847,3.667648555,Out of Stock,49
B,843,2.752754219,Out of Stock,48
,,,,0
B,7421,,Out of Stock,32
A,5709,,,48
,3561,3.393291555,In Stock,
,8954,2.53267862,,44
A,7779,,In Stock,29
,8030,4.391910301,Out of Stock,20
B,6525,,Out of Stock,
,8230,2.410735982,Out of Stock,29
,5788,,,11
,1556,1.433034841,In Stock,
,,,In Stock,46
,,,Out of Stock,21
,4436,4.728334978,,49
B,6236,,Out of Stock,4
,3283,,Out of Stock,9
D,2999,4.425995254,,40
,,2.184471315,,0
